Title,Year,Votes,Rating
Monster House,2006,52800,6.7
Monster Island,2004,798,3.5
Monster Man,2003,3478,6
Monster Pies,2013,503,6.5
Monster a-Go Go,1965,5927,2.4
Monster in a Box,1992,597,7.5
Monster in the Closet,1986,1516,4.8
Monster on the Campus,1958,842,5.9
Monster's Ball,2001,63849,7.1
Monster-in-Law,2005,34435,5.4
Monsters,2010,61396,6.4
Monsters University,2013,143281,7.4
Monsters vs Aliens: Mutant Pumpkins from Outer Space,2009,1408,6.5
Monsters vs. Aliens,2009,86477,6.6
"Monsters, Inc.",2001,386872,8.1
Monstertorsdag,2004,622,6.5
Monsterwolf,2010,555,3.7
Monstrosity,1963,1692,2.5
Monsturd,2003,642,4
Montana,1950,620,6.2
Montana,1998,1196,6.4
Montana Sky,2007,1205,6.1
Monte Carlo,1930,716,7
Monte Carlo,2011,22593,5.7
Monte Carlo or Bust!,1969,1252,6.1
Monte Walsh,1970,1223,7.2
Monte Walsh,2003,1178,7.2
Montenegro,1981,1400,6.9
Monterey Pop,1968,1791,8
"Montevideo, Bog te video!",2010,7279,8.4
"Montevideo, vidimo se!",2014,2344,8.6
Monty Python & the Holy Grail in Lego,2001,593,7.8
Monty Python Live at the Hollywood Bowl,1982,10075,7.9
Monty Python and the Holy Grail,1975,290291,8.4
Monty Python's Fliegender Zirkus,1971,828,8.2
Monty Python's Flying Circus: Live at Aspen,1998,501,7.6
Moo-jeok-ja,2010,664,5.9
Moolaad»,2004,2202,7.7
Moon,2009,190716,8
Moon 44,1990,3034,4.9
Moon Child,2003,1613,6.6
Moon Over Miami,1941,617,7.1
Moon Over Parador,1988,4038,5.9
Moon Zero Two,1969,780,4.1
Moon of the Wolf,1972,759,5
Moon to,2007,3450,7.3
Moondance Alexander,2007,690,6.3
Moondram Pirai,1982,719,7.9
Moonfleet,1955,2073,6.8
Moonlight Mile,2002,10890,6.7
Moonlight and Valentino,1995,2735,5.8
Moonlighting,1982,1216,7.5
Moonraker,1979,53879,6.2
Moonrise,1948,791,7.2
Moonrise Kingdom,2012,168881,7.8
Moonstruck,1987,28861,7.1
Moontide,1942,690,7
Moontrap,1989,1530,5
Moonwalker,1988,10494,5.8
Moordwijven,2007,1268,5.7
Mooz-Lum,2010,803,6.7
"Mord ist mein Geschâft, Liebling",2009,1001,5.8
Morderstwo,1957,808,5.5
More,1969,1224,6.6
More,1998,3748,8.3
More American Graffiti,1979,2708,5.2
More Than Honey,2012,1821,7.5
More Than a Game,2008,3446,7.6
Morfiy,2008,1283,7.2
Morgan P¬lsson - vârldsreporter,2008,1404,5.5
Morgan Stewart's Coming Home,1987,641,5.3
Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo,2010,609,7.6
Morgan: A Suitable Case for Treatment,1966,1087,7.1
Morgen,2010,684,7
Morituri,1965,1849,7
Morning Glory,1933,1569,6.6
Morning Glory,2010,48165,6.5
Morocco,1930,3157,7.3
Morometii,1988,2218,8.9
Morons from Outer Space,1985,1217,4.4
Morozko,1965,2706,5.6
Morrer Como Um Homem,2009,527,6.5
Morrh¬r & ârtor,1986,748,5.8
Mors Elling,2003,1514,5.9
Mort d'un pourri,1977,822,6.8
Mortal Kombat,1995,66480,5.8
Mortal Kombat: Annihilation,1997,29998,3.6
Mortal Kombat: Rebirth,2010,3375,8.2
Mortal Thoughts,1991,6044,5.7
Morte a Venezia,1971,11282,7.6
Mortel transfert,2001,855,6
Mortelle randonn»e,1983,1416,7.2
Mortuary,1983,552,5
Mortuary,2005,4243,3.9
Morvern Callar,2002,5941,6.6
Moscow Heat,2004,506,3.2
Moscow Zero,2006,1380,3.1
Moscow on the Hudson,1984,6442,6.3
Moses,1995,702,6.6
Moskva slezam ne verit,1979,5006,8.3
Mosquito,1995,1273,4.2
Mosquito Squadron,1969,709,5.5
Most,2003,969,8
Most Wanted,1997,4436,5.5
Mostly Ghostly,2008,680,4.6
Mosura,1961,1470,6.6
Mosura,1996,521,5.9
Mosura tai Gojira,1964,3475,6.5
Moszkva t»r,2001,1339,7.9
Motel Hell,1980,5202,6
Mother,1996,3947,6.9
Mother Goose Rock 'n' Rhyme,1990,501,7.6
Mother India,1957,3162,7.9
Mother Lode,1982,686,6.2
Mother Night,1996,3909,7.2
Mother and Child,2009,7901,7.3
Mother's Boys,1994,2007,5.3
Mother's Day,1980,2705,5.4
Mother's Day,2010,10148,6.3
"Mother, Jugs & Speed",1976,2184,5.9
Motherhood,2009,3156,4.7
Mothlight,1963,1301,6.3
Mothman,2010,655,3.4
Motives,2004,700,5.2
Motocrossed,2001,2097,6.7
Motor Home Massacre,2005,571,3.1
Motorama,1991,1246,6.4
Motorpsycho!,1965,874,5.9
Mou gaan dou,2002,70160,8.2
Mou gaan dou II,2003,10483,7.4
Mou gaan dou III: Jung gik mou gaan,2003,7635,7
Mouchette,1967,5257,7.8
Moulin Rouge,1952,3275,7.2
Moulin Rouge!,2001,190139,7.7
Mouna Ragam,1986,1094,7.7
Mounam Pesiyadhe,2002,515,7.6
Mountains of the Moon,1990,2387,7.3
Mountaintop Motel Massacre,1986,687,4.3
Mourning Becomes Electra,1947,557,6.5
Mouse Trouble,1944,738,7.8
Mouse in Manhattan,1945,571,7.7
Mousehunt,1997,35046,6.3
Mouth to Mouth,2005,2307,6.4
"Move Over, Darling",1963,2829,7
Movie 43,2013,58096,4.4
Movie Crazy,1932,866,7.3
Movie Movie,1978,594,6.6
Moving,1988,3142,6
Moving McAllister,2007,3187,5.3
Moving Violations,1985,2497,5.6
Moy drug Ivan Lapshin,1984,883,7.9
Moya lyubov,2006,822,7.9
Mozart and the Whale,2005,6529,7
Mozhi,2007,648,7.8
Moznosti dialogu,1983,1930,8.1
Mr 3000,2004,10856,5.5
Mr Hublot,2013,1588,7.2
Mr In-Between,2001,562,6.4
Mr India,1987,3718,7.9
Mr Perfect,2011,939,6.9
Mr. & Mrs. Bridge,1990,2050,6.7
Mr. & Mrs. Khiladi,1997,967,5.9
Mr. & Mrs. Smith,1941,5985,6.5
Mr. & Mrs. Smith,2005,241079,6.4
Mr. Accident,2000,800,4.2
Mr. Arkadin,1955,4323,7.4
Mr. Baseball,1992,6779,5.8
Mr. Bean's Holiday,2007,68673,6.2
Mr. Billion,1977,540,5.5
Mr. Blandings Builds His Dream House,1948,6566,7.4
Mr. Bones,2001,1619,4.3
Mr. Brooks,2007,105263,7.4
Mr. Bug Goes to Town,1941,650,7.1
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,4093,7.5
Mr. Deeds,2002,87174,5.8
Mr. Deeds Goes to Town,1936,12671,8
Mr. Destiny,1990,8334,6.2
Mr. Fix It,2006,1508,5.8
Mr. Freedom,1969,601,6.6
Mr. Gibb,2006,1019,5
Mr. Hobbs Takes a Vacation,1962,3131,6.9
Mr. Holland's Opus,1995,26603,7.3
Mr. Jealousy,1997,1319,6.6
Mr. Jingles,2006,839,2
Mr. Jones,1993,4661,5.7
Mr. Klein,1976,2781,7.6
Mr. Krueger's Christmas,1980,523,7.7
Mr. Lucky,1943,1642,7.3
Mr. Magoo,1997,10593,3.8
Mr. Magorium's Wonder Emporium,2007,29344,6.2
Mr. Majestyk,1974,4108,6.7
Mr. Mom,1983,13293,6.4
Mr. Morgan's Last Love,2013,4499,6.9
Mr. Moto's Last Warning,1939,739,6.6
Mr. Murder,1998,503,5.1
Mr. Nanny,1993,6663,3.4
Mr. Natwarlal,1979,738,6.7
Mr. Nice,2010,4810,6.4
Mr. Nobody,2009,86112,7.9
Mr. North,1988,967,6
Mr. Peabody & Sherman,2014,12085,7.1
Mr. Peabody and the Mermaid,1948,593,6.7
Mr. Pip,2012,697,7.2
Mr. Popper's Penguins,2011,51242,6
Mr. Sardonicus,1961,1334,6.7
Mr. Saturday Night,1992,3557,5.8
Mr. Skeffington,1944,3317,7.8
Mr. Smith Goes to Washington,1939,59326,8.3
Mr. St. Nick,2002,508,5
Mr. Stitch,1995,578,4.7
Mr. Troop Mom,2009,633,4.5
Mr. Untouchable,2007,631,6.8
Mr. Warmth: The Don Rickles Project,2007,620,7.6
Mr. Wonderful,1993,2402,5.9
"Mr. Wong, Detective",1938,517,6.1
Mr. Woodcock,2007,27838,5.1
Mr. Wrong,1996,4008,3.7
Mr. and Mrs. Iyer,2002,3064,7.9
Mr. and Mrs. Smith,2007,1519,6.1
Mrs Brown,1997,9630,7.3
Mrs Dalloway,1997,2290,6.9
Mrs Henderson Presents,2005,12139,7.1
Mrs. 'Arris Goes to Paris,1992,502,7.3
Mrs. Doubtfire,1993,128266,6.8
Mrs. Harris,2005,1238,6
Mrs. Miniver,1942,9052,7.7
Mrs. Miracle,2009,1065,6.5
Mrs. Palfrey at the Claremont,2005,2274,7.7
Mrs. Parker and the Vicious Circle,1994,3346,6.4
Mrs. Parkington,1944,667,7
Mrs. Santa Claus,1996,546,6.7
Mrs. Soffel,1984,2057,6.3
Mrs. Winterbourne,1996,4752,6.1
Mrtav 'ladan,2002,3134,8.3
Ms. 45,1981,3691,6.8
Mu-rim-yeo-dae-saeng,2008,513,6.5
Mua he chieu thang dung,2000,2764,7.2
Mubangbi-dosi,2008,516,6.7
Much Ado About Nothing,1993,32236,7.5
Much Ado About Nothing,2012,9668,7.3
Mud,2012,81686,7.5
Mudhalvan,1999,1707,7.9
Mudhoney,1965,850,6.5
Muerte de un ciclista,1955,1662,7.8
Muertos de risa,1999,1891,6.7
Mugabe and the White African,2009,756,7.8
Mughal-E-Azam,1960,2900,8.2
Muhammad Ali's Greatest Fight,2013,889,6.9
Muhammad: Legacy of a Prophet,2002,586,7.9
Muhammad: The Last Prophet,2002,752,7.9
Muhsin Bey,1987,4731,8.5
Muita Calma Nessa Hora,2010,681,5.1
Mujeres al borde de un ataque de nervios,1988,20226,7.6
Mujhe Kucch Kehna Hai,2001,607,5.1
Mujhse Dosti Karoge!,2002,2731,5
Mujhse Fraaandship Karoge,2011,2244,7
Mujhse Shaadi Karogi,2004,4248,6.6
Mulan,1998,111785,7.5
Mulan II,2004,8680,5.7
Mulberry St,2006,4121,5.7
Mulholland Dr.,1999,667,7.9
Mulholland Dr.,2001,189931,8
Mulholland Falls,1996,11178,6.2
Mulligans,2008,1495,6.1
Multi-Facial,1995,1038,7.6
Multiple Maniacs,1970,1012,7
Multiplicity,1996,20976,5.9
Mum & Dad,2008,3906,6
Mumbai Express,2005,670,5.9
Mumbai Meri Jaan,2008,2951,7.9
Mumbai Police,2013,558,7.7
Mumford,1999,7768,6.9
"Mumsy, Nanny, Sonny & Girly",1970,554,6.7
Mumya firarda,2002,536,1.9
Mun ching sap daai huk ying,1994,767,6.1
Munchies,1987,805,3.7
Mundo gr?a,1999,646,7.1
Mungaru Male,2006,618,7.7
Munger Road,2011,930,4.5
Munich,2005,149681,7.7
Munje!,2001,3115,7.7
Munnabhai M.B.B.S.,2003,16267,8.5
"Munster, Go Home!",1966,930,6.3
Muoi,2007,609,6.1
Muppet Treasure Island,1996,12519,6.9
Muppet*vision 3-D,1991,946,8.3
Muppets Most Wanted,2014,7036,7
Muppets from Space,1999,12550,6.2
Muqaddar Ka Sikandar,1978,1188,7.5
Murari,2001,1220,7.6
Murder,2004,2006,5.3
Murder 101,1991,869,6.5
Murder 2,2011,3174,5.8
Murder 3,2013,1424,4.8
Murder Ahoy,1964,2518,7.1
Murder Most Foul,1964,2523,7.2
Murder Over New York,1940,732,7.7
Murder Party,2007,2771,5.9
Murder She Said,1961,3326,7.4
Murder at 1600,1997,20434,6
Murder at the Gallop,1963,2906,7.3
Murder by Contract,1958,975,7.4
Murder by Death,1976,19897,7.5
Murder by Decree,1979,2914,7.1
Murder by Numbers,2002,37000,6.1
Murder in Greenwich,2002,1034,6.3
Murder in Three Acts,1986,707,6.2
Murder in the First,1995,18443,7.3
Murder on the Orient Express,1974,29487,7.3
Murder on the Orient Express,2001,653,5.1
Murder with Mirrors,1985,673,6.9
Murder!,1930,3508,6.4
"Murder, He Says",1945,1234,7.9
"Murder, Inc.",1960,715,6.6
"Murder, My Sweet",1944,6914,7.7
Murder-Set-Pieces,2004,2999,3.8
Murderball,2005,8207,7.8
Murderers' Row,1966,918,6
Murderock - Uccide a passo di danza,1984,669,5.4
Murders in the Rue Morgue,1932,1986,6.3
Murders in the Rue Morgue,1971,591,5.2
Murders in the Zoo,1933,513,6.7
Muriel ou Le temps d'un retour,1963,1363,7.4
Muriel's Wedding,1994,23542,7.2
Muro: Nalet olsun i¡imdeki insan sevgisine,2008,1856,3.9
Murph: The Protector,2013,1119,6.7
Murphy's Law,1986,2568,5.8
Murphy's Romance,1985,3508,6.9
Murphy's War,1971,1948,6.9
Musa,2001,9384,7.3
Musafir,2004,1061,5.3
Musallat,2007,2143,6
Musallat 2: Lanet,2011,624,4.6
Muscle Beach Party,1964,741,4.4
Muscle Shoals,2013,920,7.5
Museum Hours,2012,909,7
Mushishi,2006,743,6.3
Music Box,1989,4276,7.3
Music Land,1935,550,7.7
Music Within,2007,4548,7.4
Music and Lyrics,2007,65023,6.6
Music for One Apartment and Six Drummers,2001,894,7.9
Music from Another Room,1998,3676,6.6
Music in the Air,1934,749,8.4
Music of the Heart,1999,8384,6.7
Must Love Dogs,2005,21872,5.9
Musta jââ,2007,2025,6.8
Mustafa,2008,1624,6.8
Mustafa hakkinda hersey,2004,5424,7.7
Mustang Sally,2006,1101,4.4
MusÃme si pom∑hat,2000,3802,7.8
Mutant Aliens,2001,764,6.9
Mutant Chronicles,2008,21754,5.3
Mutants,2009,2768,5.6
Mute Witness,1994,3828,6.8
Muthu,1995,927,7.6
Mutiny on the Bounty,1935,13273,7.9
Mutiny on the Bounty,1962,9628,7.2
Mutiny on the Buses,1972,582,5.8
Mutlu aile defteri,2013,624,6.2
Mutluluk,2007,5403,7.7
Mutter K∏sters' Fahrt zum Himmel,1975,929,7.6
Muttertag,1993,1359,8.1
Mutual Appreciation,2005,1445,6.9
Muxmâuschenstill,2004,2316,7.3
Muyeong geom,2005,2231,6.6
Muzi v nadeji,2011,1379,7.2
Muzn» hry,1988,589,7.5
My 5 Wives,2000,999,3.8
My Amityville Horror,2012,1040,5.5
My Architect,2003,2425,7.4
My Awkward Sexual Adventure,2012,5201,6.1
My Baby's Daddy,2004,2842,4.4
My Babysitter's a Vampire,2010,1600,6.4
My Beautiful Laundrette,1985,8899,6.9
My Beautiful Son,2001,623,7.5
My Best Friend Is a Vampire,1987,2218,6
My Best Friend's Birthday,1987,2285,5.9
My Best Friend's Girl,2008,31674,5.9
My Best Friend's Wedding,1997,79115,6.3
My Best Girl,1927,579,7.8
My Big Fat Greek Wedding,2002,83441,6.6
My Big Fat Independent Movie,2005,1253,3.3
My Bloody Valentine,1981,9415,6.1
My Bloody Valentine,2009,39104,5.5
My Blue Heaven,1990,13555,6.2
My Blueberry Nights,2007,37666,6.7
My Bodyguard,1980,5859,7
My Bollywood Bride,2006,553,4.5
My Boss's Daughter,2003,20370,4.6
My Boy Jack,2007,3751,7.3
My Boyfriend's Back,1993,2894,5.2
My Brilliant Career,1979,1977,7.3
My Brother Tom,2001,658,7.1
My Brother the Devil,2012,1759,6.5
My Brother the Pig,1999,1037,3.9
My Brother... Nikhil,2005,660,7.5
My Chauffeur,1986,1146,5.5
My Childhood,1972,541,7.6
My Cousin Rachel,1952,995,7.2
My Cousin Vinny,1992,69534,7.5
My Darling Clementine,1946,13332,7.8
My Date with Drew,2004,4035,6.6
My Date with the President's Daughter,1998,2724,6.4
My Dear Secretary,1948,501,5.8
My Demon Lover,1987,752,4.5
My Dinner with Andre,1981,8186,7.7
My Dog Skip,2000,14702,7
My Dog Tulip,2009,1066,6.9
My Dream Is Yours,1949,578,6.6
My Fair Lady,1964,53464,7.9
My Fake Fiance,2009,3689,6.5
My Family,1995,2676,7.3
My Family and Other Animals,2005,1086,7.5
My Father the Hero,1994,7432,5.4
My Favorite Blonde,1942,672,7.2
My Favorite Brunette,1947,1799,6.9
My Favorite Martian,1999,9251,4.9
My Favorite Spy,1951,636,6.6
My Favorite Wife,1940,5692,7.5
My Favorite Year,1982,6197,7.4
My Fellow Americans,1996,11075,6.5
My First Mister,2001,4447,7.3
My First Wedding,2006,868,4.8
My Flesh and Blood,2003,1487,8.3
My Friend Irma,1949,537,6.5
My Friend Rashed Amar Bondhu Rashed,2011,537,7.9
My Future Boyfriend,2011,1415,5.5
My Geisha,1962,820,6.5
My Giant,1998,5257,4.9
My Girl,1991,44582,6.7
My Girl 2,1994,12184,5
My Girlfriend's Boyfriend,2010,4009,5.8
My House in Umbria,2003,2434,7
My Karma,2004,626,9.7
My Kid Could Paint That,2007,2597,7.2
My Kingdom,2001,522,6.2
My Last Day Without You,2011,628,5.7
My Last Five Girlfriends,2009,1578,5.8
My Left Foot: The Story of Christy Brown,1989,39034,7.9
My Life,1993,7547,6.8
My Life So Far,1999,2025,6.6
My Life Without Me,2003,18766,7.6
My Life in Ruins,2009,11818,5.9
My Little Chickadee,1940,1670,7
My Little Eye,2002,9217,5.7
My Little Pony: Equestria Girls,2013,2186,6.4
My Little Pony: The Movie,1986,1768,6
My Little Pony: The Princess Promenade,2006,4719,7.7
My Little Princess,2011,743,6.4
My Louisiana Sky,2001,545,6.9
My Man Godfrey,1936,13327,8.1
My Mom's New Boyfriend,2008,8173,5.2
My Mom's a Werewolf,1989,515,4.2
My Name Is Bill W.,1989,698,7.2
My Name Is Bruce,2007,19049,6.3
My Name Is Joe,1998,5287,7.5
My Name Is Julia Ross,1945,883,7.2
My Name Is Khan,2010,45525,7.9
My Name Is Modesty: A Modesty Blaise Adventure,2004,1929,4.5
My Name Is Tanino,2002,963,6.7
My New Gun,1992,523,5.7
My One and Only,2009,6061,6.6
My Own Love Song,2010,1097,5.8
My Own Private Idaho,1991,30241,7.1
My Queen Karo,2009,579,6.6
My Reputation,1946,631,7
My Sassy Girl,2008,14333,6.3
My Science Project,1985,3153,5.9
My Sister Eileen,1942,770,7.1
My Sister Eileen,1955,938,6.9
My Sister's Keeper,2009,57961,7.4
My Son the Fanatic,1997,1197,7
"My Son, My Son, What Have Ye Done",2009,6195,6.3
My Soul to Take,2010,13694,4.7
My Stepmother Is an Alien,1988,18460,5.1
My Suicide,2009,890,7.3
My Summer of Love,2004,13695,6.8
My Super Ex-Girlfriend,2006,46830,5.2
My Super Psycho Sweet 16,2009,949,6.3
My Teacher's Wife,1999,1062,5.5
My Tehran for Sale,2009,1207,6.7
My Trip to the Dark Side,2011,501,8.3
My Tutor,1983,1656,5
My Week with Marilyn,2011,59881,7
My Wife's Murder,2005,577,6.1
My Wife's Relations,1922,1021,6.7
My Winnipeg,2007,2937,7.7
My Wrongs 8245-8249 and 117,2002,848,6.8
My Year Without Sex,2009,743,5.8
My Zinc Bed,2008,660,5.8
My iz budushchego,2008,1656,7.1
My iz budushchego 2,2010,595,5.4
Myortvye docheri,2007,580,4.5
Myra Breckinridge,1970,2027,4.2
Mysterious Island,1961,3628,6.8
Mysterious Island,2005,1403,4.3
Mysterious Skin,2004,48047,7.8
Mystery Date,1991,1757,6
Mystery Men,1999,47422,6
Mystery Road,2013,922,6.5
Mystery Science Theater 3000: The Movie,1996,13659,7.5
Mystery Street,1950,1333,7.1
Mystery Team,2009,6398,6.9
Mystery Train,1989,14632,7.5
Mystery of the Wax Museum,1933,2698,6.9
"Mystery, Alaska",1999,20057,6.6
Mystic Pizza,1988,14506,6.1
Mystic River,2003,279728,8
M∑ncora,2008,907,6.7
M∑vahl∑tur,2001,554,6.9
Mâdchen Mâdchen 2,2004,1012,4.8
Mâdchen Mâdchen!,2001,2675,5.3
Mâdchen in Uniform,1931,1147,7.7
Mâdchen in Uniform,1958,643,7.1
Mân som hatar kvinnor,2009,142478,7.8
Mânner wie wir,2004,1388,6.8
Mânner...,1985,852,6.8
Mânnerherzen,2009,3016,6.4
Mânnerherzen... und die ganz ganz gro?e Liebe,2011,1388,6.4
Mânnerpension,1996,1291,6
Mânnersache,2009,758,3.6
M»g k»r a n»p,1972,680,7
M»lo,1986,689,7.1
M»lodie en sous-sol,1963,1508,7.4
M»moires affectives,2004,576,7.2
M»nilmontant,1926,1032,7.9
M»tisse,1993,802,6.2
MÕme les pigeons vont au paradis,2007,707,6.9
MŸj?,1969,1988,7.3
Màbius,2013,2589,6.1
MØrke,2005,1518,6.9
MØrke sjeler,2010,504,4.7
M?i du du xanh,1993,4976,7.3
M∏llers B∏ro,1986,590,7
M∏nchhausen,1943,1210,7.3
M?rin,2006,3628,7
N Io e Napoleone,2006,858,6.3
N-Secure,2010,510,3.2
NASCAR 3D: The IMAX Experience,2004,514,7
NVA,2005,1127,5.6
NYC: Tornado Terror,2008,778,3.6
"Na Deribasovskoy khoroshaya pogoda, ili na Brayton Bich opyat idut dozhdi",1992,778,6.1
Na Tum Jaano Na Hum,2002,1661,5.2
Na igre,2009,930,6
Na putu,2010,1109,7
Na samote u lesa,1976,636,8
Na srebrnym globie,1988,599,7.1
"Na xie nian, wo men yi qi zhui de nv hai",2011,4258,7.8
Naam yi boon sik,2007,1953,6.9
Naan Kadavul,2009,825,7.7
Naan Mahaan Alla,2010,718,7.1
Naar de klote!,1996,556,5.5
Naayak,2013,962,5.5
Nabbeun namja,2001,6288,6.9
Naboer,2005,6202,6.6
Nach F∏nf im Urwald,1995,1208,7.1
Nacho Libre,2006,55859,5.7
Nachtgestalten,1999,538,7.4
Nachtrit,2006,1266,6.9
"Nachts, wenn Dracula erwacht",1970,1372,5.8
"Nachts, wenn der Teufel kam",1957,531,7.5
Nacionalna klasa,1979,1131,8.4
Nackt,2002,1802,6.1
Nacktschnecken,2004,603,6
Nada,1974,545,6.7
Nadie conoce a nadie,1999,1811,6
Nadie hablar∑ de nosotras cuando hayamos muerto,1995,887,7.3
Nadie te oye: Perfume de violetas,2001,564,7.3
Nadine,1987,2595,5.4
Nadja,1994,2212,5.9
Nadodikkattu,1987,683,7.9
Naduvula Konjam Pakkatha Kaanom,2012,1015,7.8
Nae anaeui modeun geot,2012,550,6.6
Nae meorisokui jiwoogae,2004,11955,8.3
Nae yeojachingureul sogae habnida,2004,4269,7.3
Nae-ga sal-in-beom-i-da,2012,1423,7
Naesarang ssagaji,2004,1493,6.2
Nagaya shinshiroku,1947,853,7.9
Nagisa no Shindobaddo,1995,1105,8
Nailbiter,2013,1112,4.4
Nain souruzu,2003,1185,7.5
Naina,2005,519,4.3
Nairobi Half Life,2012,503,7.6
Naissance des pieuvres,2007,5702,6.7
Naisu no mori: The First Contact,2005,1405,7.1
Naked,1993,18229,7.9
Naked Ambition: An R Rated Look at an X Rated Industry,2009,648,4.9
Naked Boys Singing!,2007,581,5.9
Naked Fear,2007,1414,5.6
Naked Gun 33 1/3: The Final Insult,1994,61079,6.4
Naked Lunch,1991,27532,7.1
Naked Souls,1996,1082,3.1
Naked in New York,1993,1241,5.7
Naken,2000,1472,5
Naksha,2006,574,2.9
Namak Halaal,1982,979,7.4
Namak Haraam,1973,714,7.4
Namastey London,2007,6650,7
Namgeuk-ilgi,2005,1110,6.2
Namuslu,1985,2344,8.1
Nan bei Shao Lin,1986,967,6.8
"Nan guo zai jian, nan guo",1996,750,7.3
Nana,2005,2412,7.3
Nana 2,2006,600,6.2
Nanban,2012,5225,7.8
Nancy Drew,2007,13078,5.9
Nancy Drew... Reporter,1939,609,6.7
Nandha,2001,636,7.6
Nang nak,1999,1084,6.6
Nanga Parbat,2010,784,6.5
Naniwa erej”,1936,959,7.4
Nanjing! Nanjing!,2009,7035,7.7
Nanking,2007,2317,7.9
Nankyoku monogatari,1983,840,7.8
"Nannerl, la soeur de Mozart",2010,986,6.3
Nanny McPhee,2005,37541,6.6
Nanny McPhee and the Big Bang,2010,14109,6
Nanook of the North,1922,5908,7.8
Napapiirin sankarit,2010,3309,7
Napola - Elite f∏r den F∏hrer,2004,8751,7.5
Napoleon,1995,1023,6
Napoleon Dynamite,2004,132316,6.9
Napoleon and Samantha,1972,568,6.2
Napol»on,1927,4717,7.3
Naqaab,2007,810,5.3
Naqoyqatsi,2002,3324,6.7
Nar,2011,519,6.7
Narayama bushikŸ,1958,908,8
Narayama-bushi kŸ,1983,3983,7.8
Narc,2002,30432,7.3
Narco,2004,2013,6.3
Narco Cultura,2013,685,7.4
Narenji Poush,2012,549,5.3
Narrow Margin,1990,4962,6.5
Naseeb,1981,694,7.2
Nasha,2013,527,3.2
Nasha Russia. Yaytsa sudby,2010,1086,5.2
Nashan naren nagou,1999,874,7.9
Nashville,1975,14101,7.8
"Nassereddin Shah, Actor-e Cinema",1992,523,7.6
Nastroyshchik,2004,602,7.7
Natale a Miami,2005,834,3.6
Natale a New York,2006,718,3.7
Natale a Rio,2008,504,4.1
Natale in India,2003,698,2.9
Natale in crociera,2007,513,3.6
Natale sul Nilo,2002,755,3.5
Natalee Holloway,2009,653,5.5
Natasa,2001,651,6.7
Nate and Hayes,1983,1306,6.4
Nathalie...,2003,3439,6.4
Nati con la camicia,1983,4295,7.1
National Lampoon Presents Dorm Daze,2003,6311,4.5
National Lampoon's Movie Madness,1982,704,2.9
National Lampoon's Senior Trip,1995,4154,5.5
National Security,2003,32489,5.5
National Treasure,2004,203475,6.9
National Treasure: Book of Secrets,2007,148613,6.5
National Velvet,1944,4156,7.4
Nativity 2: Danger in the Manger!,2012,954,5.4
Nativity!,2009,3026,6.5
Nattbuss 807,1997,1148,4.8
Nattens engel,1998,587,4.3
Nattevagten,1994,10443,7.4
Nattvardsgâsterna,1963,10588,8
Natural Born Killers,1994,139602,7.3
Natural City,2003,3490,5.9
Natural Selection,2011,945,6.5
Nature Calls,2012,1607,3.8
Natvris khe,1976,559,8.3
Naughty Marietta,1935,691,7
Naughty or Nice,2012,647,6.4
Nautanki Saala!,2013,2584,6.1
Navajo Joe,1966,1898,6.4
